"","OTU name","Qiime assigned OTU name"
"4979","OTU-4979","New.CleanUp.ReferenceOTU57067"
"4980","OTU-4980","New.CleanUp.ReferenceOTU31804"
"4981","OTU-4981","New.CleanUp.ReferenceOTU105417"
"4982","OTU-4982","New.CleanUp.ReferenceOTU87476"
"4983","OTU-4983","New.CleanUp.ReferenceOTU92167"
"4984","OTU-4984","New.CleanUp.ReferenceOTU69089"
"4985","OTU-4985","New.CleanUp.ReferenceOTU75169"
"4986","OTU-4986","565604"
"4987","OTU-4987","New.CleanUp.ReferenceOTU10861"
"4988","OTU-4988","650816"
"4989","OTU-4989","856536"
"4990","OTU-4990","New.CleanUp.ReferenceOTU90481"
"4991","OTU-4991","4349002"
"4992","OTU-4992","236994"
"4993","OTU-4993","New.CleanUp.ReferenceOTU33998"
"4994","OTU-4994","New.CleanUp.ReferenceOTU95917"
"4995","OTU-4995","808319"
"4996","OTU-4996","New.CleanUp.ReferenceOTU15705"
"4997","OTU-4997","3809681"
"4998","OTU-4998","New.CleanUp.ReferenceOTU14101"
"4999","OTU-4999","New.CleanUp.ReferenceOTU61843"
"5000","OTU-5000","New.CleanUp.ReferenceOTU32041"
"5001","OTU-5001","3430519"
"5002","OTU-5002","New.CleanUp.ReferenceOTU51770"
"5003","OTU-5003","582110"
"5004","OTU-5004","819455"
"5005","OTU-5005","New.CleanUp.ReferenceOTU82956"
"5006","OTU-5006","New.CleanUp.ReferenceOTU29916"
"5007","OTU-5007","New.CleanUp.ReferenceOTU35758"
"5008","OTU-5008","136119"
"5009","OTU-5009","New.CleanUp.ReferenceOTU23170"
"5010","OTU-5010","New.CleanUp.ReferenceOTU25613"
"5011","OTU-5011","New.CleanUp.ReferenceOTU39205"
"5012","OTU-5012","New.CleanUp.ReferenceOTU51304"
"5013","OTU-5013","New.CleanUp.ReferenceOTU107622"
"5014","OTU-5014","New.CleanUp.ReferenceOTU72097"
"5015","OTU-5015","New.CleanUp.ReferenceOTU9496"
"5016","OTU-5016","New.ReferenceOTU107"
"5017","OTU-5017","New.CleanUp.ReferenceOTU7606"
"5018","OTU-5018","873518"
"5019","OTU-5019","New.CleanUp.ReferenceOTU51531"
"5020","OTU-5020","New.CleanUp.ReferenceOTU45904"
"5021","OTU-5021","New.CleanUp.ReferenceOTU32200"
"5022","OTU-5022","New.CleanUp.ReferenceOTU26488"
"5023","OTU-5023","New.CleanUp.ReferenceOTU52984"
"5024","OTU-5024","New.CleanUp.ReferenceOTU43652"
"5025","OTU-5025","New.CleanUp.ReferenceOTU66179"
"5026","OTU-5026","New.CleanUp.ReferenceOTU11960"
"5027","OTU-5027","New.CleanUp.ReferenceOTU66658"
"5028","OTU-5028","New.CleanUp.ReferenceOTU58942"
"5029","OTU-5029","New.CleanUp.ReferenceOTU107091"
"5030","OTU-5030","New.CleanUp.ReferenceOTU70079"
"5031","OTU-5031","New.CleanUp.ReferenceOTU98873"
"5032","OTU-5032","New.CleanUp.ReferenceOTU101388"
"5033","OTU-5033","New.CleanUp.ReferenceOTU49344"
"5034","OTU-5034","105782"
"5035","OTU-5035","New.CleanUp.ReferenceOTU90175"
"5036","OTU-5036","New.CleanUp.ReferenceOTU22494"
"5037","OTU-5037","New.CleanUp.ReferenceOTU13380"
"5038","OTU-5038","New.CleanUp.ReferenceOTU32660"
"5039","OTU-5039","New.CleanUp.ReferenceOTU67237"
"5040","OTU-5040","New.CleanUp.ReferenceOTU27087"
"5041","OTU-5041","New.CleanUp.ReferenceOTU31359"
"5042","OTU-5042","New.CleanUp.ReferenceOTU78446"
"5043","OTU-5043","131476"
"5044","OTU-5044","New.CleanUp.ReferenceOTU53491"
"5045","OTU-5045","New.CleanUp.ReferenceOTU25814"
"5046","OTU-5046","308373"
"5047","OTU-5047","New.CleanUp.ReferenceOTU53982"
"5048","OTU-5048","New.CleanUp.ReferenceOTU86702"
"5049","OTU-5049","New.CleanUp.ReferenceOTU68768"
"5050","OTU-5050","New.CleanUp.ReferenceOTU24645"
"5051","OTU-5051","New.CleanUp.ReferenceOTU13783"
"5052","OTU-5052","New.CleanUp.ReferenceOTU49952"
"5053","OTU-5053","New.CleanUp.ReferenceOTU73536"
"5054","OTU-5054","New.CleanUp.ReferenceOTU90544"
"5055","OTU-5055","New.CleanUp.ReferenceOTU32214"
"5056","OTU-5056","New.CleanUp.ReferenceOTU25482"
"5057","OTU-5057","New.CleanUp.ReferenceOTU97657"
"5058","OTU-5058","New.CleanUp.ReferenceOTU49122"
"5059","OTU-5059","New.CleanUp.ReferenceOTU13466"
"5060","OTU-5060","1117947"
"5061","OTU-5061","New.CleanUp.ReferenceOTU27156"
"5062","OTU-5062","555978"
"5063","OTU-5063","336493"
"5064","OTU-5064","New.CleanUp.ReferenceOTU4910"
"5065","OTU-5065","New.CleanUp.ReferenceOTU57662"
"5066","OTU-5066","New.ReferenceOTU136"
"5067","OTU-5067","New.CleanUp.ReferenceOTU66588"
"5068","OTU-5068","New.CleanUp.ReferenceOTU31594"
"5069","OTU-5069","New.CleanUp.ReferenceOTU93012"
"5070","OTU-5070","4465729"
"5071","OTU-5071","New.CleanUp.ReferenceOTU63777"
"5072","OTU-5072","New.CleanUp.ReferenceOTU70916"
"5073","OTU-5073","229501"
"5074","OTU-5074","New.CleanUp.ReferenceOTU13545"
"5075","OTU-5075","New.CleanUp.ReferenceOTU10224"
"5076","OTU-5076","New.CleanUp.ReferenceOTU82017"
"5077","OTU-5077","New.CleanUp.ReferenceOTU41334"
"5078","OTU-5078","New.CleanUp.ReferenceOTU73481"
"5079","OTU-5079","New.CleanUp.ReferenceOTU43078"
"5080","OTU-5080","1095022"
"5081","OTU-5081","New.CleanUp.ReferenceOTU40580"
"5082","OTU-5082","New.CleanUp.ReferenceOTU76919"
"5083","OTU-5083","232980"
"5084","OTU-5084","New.CleanUp.ReferenceOTU37385"
"5085","OTU-5085","New.CleanUp.ReferenceOTU80728"
"5086","OTU-5086","New.CleanUp.ReferenceOTU54367"
"5087","OTU-5087","565375"
"5088","OTU-5088","New.CleanUp.ReferenceOTU54860"
"5089","OTU-5089","New.CleanUp.ReferenceOTU108695"
"5090","OTU-5090","New.CleanUp.ReferenceOTU44024"
"5091","OTU-5091","New.CleanUp.ReferenceOTU56586"
"5092","OTU-5092","30991"
"5093","OTU-5093","649722"
"5094","OTU-5094","New.CleanUp.ReferenceOTU87674"
"5095","OTU-5095","New.CleanUp.ReferenceOTU27850"
"5096","OTU-5096","New.CleanUp.ReferenceOTU50686"
"5097","OTU-5097","New.CleanUp.ReferenceOTU93911"
"5098","OTU-5098","269875"
"5099","OTU-5099","1897510"
"5100","OTU-5100","New.CleanUp.ReferenceOTU92213"
"5101","OTU-5101","726736"
"5102","OTU-5102","New.CleanUp.ReferenceOTU92998"
"5103","OTU-5103","1075811"
"5104","OTU-5104","New.CleanUp.ReferenceOTU21256"
"5105","OTU-5105","3992505"
"5106","OTU-5106","154699"
"5107","OTU-5107","New.CleanUp.ReferenceOTU64412"
"5108","OTU-5108","New.CleanUp.ReferenceOTU81081"
"5109","OTU-5109","357011"
"5110","OTU-5110","3412843"
"5111","OTU-5111","1640195"
"5112","OTU-5112","New.CleanUp.ReferenceOTU54738"
"5113","OTU-5113","709657"
"5114","OTU-5114","331647"
"5115","OTU-5115","568617"
"5116","OTU-5116","New.CleanUp.ReferenceOTU105721"
"5117","OTU-5117","New.CleanUp.ReferenceOTU85643"
"5118","OTU-5118","564004"
"5119","OTU-5119","New.CleanUp.ReferenceOTU53383"
"5120","OTU-5120","New.CleanUp.ReferenceOTU101050"
"5121","OTU-5121","217352"
"5122","OTU-5122","170623"
"5123","OTU-5123","New.CleanUp.ReferenceOTU30966"
"5124","OTU-5124","New.CleanUp.ReferenceOTU64143"
"5125","OTU-5125","New.CleanUp.ReferenceOTU78293"
"5126","OTU-5126","New.CleanUp.ReferenceOTU12266"
"5127","OTU-5127","New.CleanUp.ReferenceOTU33122"
"5128","OTU-5128","New.CleanUp.ReferenceOTU29656"
"5129","OTU-5129","New.CleanUp.ReferenceOTU1941"
"5130","OTU-5130","2281782"
"5131","OTU-5131","New.CleanUp.ReferenceOTU10261"
"5132","OTU-5132","New.CleanUp.ReferenceOTU11226"
"5133","OTU-5133","207690"
"5134","OTU-5134","New.CleanUp.ReferenceOTU23797"
"5135","OTU-5135","New.CleanUp.ReferenceOTU15514"
"5136","OTU-5136","New.ReferenceOTU91"
"5137","OTU-5137","New.CleanUp.ReferenceOTU26431"
"5138","OTU-5138","New.CleanUp.ReferenceOTU65021"
"5139","OTU-5139","206719"
"5140","OTU-5140","New.CleanUp.ReferenceOTU5638"
"5141","OTU-5141","New.CleanUp.ReferenceOTU2228"
"5142","OTU-5142","45556"
"5143","OTU-5143","New.CleanUp.ReferenceOTU5836"
"5144","OTU-5144","New.CleanUp.ReferenceOTU44323"
"5145","OTU-5145","New.CleanUp.ReferenceOTU86478"
"5146","OTU-5146","New.CleanUp.ReferenceOTU82353"
"5147","OTU-5147","254949"
"5148","OTU-5148","258814"
"5149","OTU-5149","1107985"
"5150","OTU-5150","4475022"
"5151","OTU-5151","1038330"
"5152","OTU-5152","4419214"
"5153","OTU-5153","New.CleanUp.ReferenceOTU67303"
"5154","OTU-5154","4466002"
"5155","OTU-5155","326232"
"5156","OTU-5156","New.CleanUp.ReferenceOTU87841"
"5157","OTU-5157","New.CleanUp.ReferenceOTU34612"
"5158","OTU-5158","New.CleanUp.ReferenceOTU10870"
"5159","OTU-5159","New.CleanUp.ReferenceOTU57299"
"5160","OTU-5160","New.CleanUp.ReferenceOTU38181"
"5161","OTU-5161","New.ReferenceOTU184"
"5162","OTU-5162","New.CleanUp.ReferenceOTU33379"
"5163","OTU-5163","808919"
"5164","OTU-5164","329035"
"5165","OTU-5165","New.CleanUp.ReferenceOTU62036"
"5166","OTU-5166","New.CleanUp.ReferenceOTU63752"
"5167","OTU-5167","4365533"
"5168","OTU-5168","New.CleanUp.ReferenceOTU60884"
"5169","OTU-5169","New.CleanUp.ReferenceOTU21864"
"5170","OTU-5170","830539"
"5171","OTU-5171","1017063"
"5172","OTU-5172","New.CleanUp.ReferenceOTU48346"
"5173","OTU-5173","New.CleanUp.ReferenceOTU27362"
"5174","OTU-5174","3332451"
"5175","OTU-5175","New.CleanUp.ReferenceOTU13815"
"5176","OTU-5176","4358255"
"5177","OTU-5177","4345857"
"5178","OTU-5178","New.CleanUp.ReferenceOTU76197"
"5179","OTU-5179","New.CleanUp.ReferenceOTU61354"
"5180","OTU-5180","New.CleanUp.ReferenceOTU72779"
"5181","OTU-5181","New.CleanUp.ReferenceOTU72644"
"5182","OTU-5182","832626"
"5183","OTU-5183","New.CleanUp.ReferenceOTU104452"
"5184","OTU-5184","New.CleanUp.ReferenceOTU106834"
"5185","OTU-5185","New.CleanUp.ReferenceOTU55410"
"5186","OTU-5186","New.CleanUp.ReferenceOTU37984"
"5187","OTU-5187","New.CleanUp.ReferenceOTU25194"
"5188","OTU-5188","New.CleanUp.ReferenceOTU73969"
"5189","OTU-5189","New.CleanUp.ReferenceOTU65786"
"5190","OTU-5190","New.CleanUp.ReferenceOTU18293"
"5191","OTU-5191","824783"
"5192","OTU-5192","113261"
"5193","OTU-5193","1115110"
"5194","OTU-5194","New.CleanUp.ReferenceOTU5486"
"5195","OTU-5195","1131545"
"5196","OTU-5196","New.CleanUp.ReferenceOTU51718"
"5197","OTU-5197","New.CleanUp.ReferenceOTU90593"
"5198","OTU-5198","1008207"
"5199","OTU-5199","New.CleanUp.ReferenceOTU97042"
"5200","OTU-5200","New.CleanUp.ReferenceOTU545"
"5201","OTU-5201","219369"
"5202","OTU-5202","510937"
"5203","OTU-5203","679178"
"5204","OTU-5204","New.CleanUp.ReferenceOTU82914"
"5205","OTU-5205","New.CleanUp.ReferenceOTU77000"
"5206","OTU-5206","New.CleanUp.ReferenceOTU99011"
"5207","OTU-5207","New.CleanUp.ReferenceOTU31381"
"5208","OTU-5208","New.CleanUp.ReferenceOTU9490"
"5209","OTU-5209","New.CleanUp.ReferenceOTU67336"
"5210","OTU-5210","New.CleanUp.ReferenceOTU44408"
"5211","OTU-5211","New.CleanUp.ReferenceOTU11481"
"5212","OTU-5212","New.CleanUp.ReferenceOTU63733"
"5213","OTU-5213","576469"
"5214","OTU-5214","New.CleanUp.ReferenceOTU98700"
"5215","OTU-5215","256765"
"5216","OTU-5216","New.CleanUp.ReferenceOTU50020"
"5217","OTU-5217","New.CleanUp.ReferenceOTU72836"
"5218","OTU-5218","New.CleanUp.ReferenceOTU7414"
"5219","OTU-5219","4299269"
"5220","OTU-5220","1133891"
"5221","OTU-5221","542445"
"5222","OTU-5222","New.CleanUp.ReferenceOTU57357"
"5223","OTU-5223","808856"
"5224","OTU-5224","261435"
"5225","OTU-5225","806393"
"5226","OTU-5226","New.CleanUp.ReferenceOTU95582"
"5227","OTU-5227","New.CleanUp.ReferenceOTU17222"
"5228","OTU-5228","New.CleanUp.ReferenceOTU85487"
"5229","OTU-5229","New.CleanUp.ReferenceOTU21522"
"5230","OTU-5230","569088"
"5231","OTU-5231","558943"
"5232","OTU-5232","580869"
"5233","OTU-5233","New.CleanUp.ReferenceOTU93450"
"5234","OTU-5234","4380386"
"5235","OTU-5235","New.CleanUp.ReferenceOTU108331"
"5236","OTU-5236","4328135"
"5237","OTU-5237","4310452"
"5238","OTU-5238","4382048"
"5239","OTU-5239","2485755"
"5240","OTU-5240","4332073"
"5241","OTU-5241","New.CleanUp.ReferenceOTU22851"
"5242","OTU-5242","569953"
"5243","OTU-5243","326658"
"5244","OTU-5244","4400904"
"5245","OTU-5245","New.CleanUp.ReferenceOTU16780"
"5246","OTU-5246","4389639"
"5247","OTU-5247","New.CleanUp.ReferenceOTU97096"
"5248","OTU-5248","New.CleanUp.ReferenceOTU31486"
"5249","OTU-5249","New.CleanUp.ReferenceOTU46321"
"5250","OTU-5250","New.CleanUp.ReferenceOTU20405"
"5251","OTU-5251","New.CleanUp.ReferenceOTU21089"
"5252","OTU-5252","New.CleanUp.ReferenceOTU530"
"5253","OTU-5253","New.CleanUp.ReferenceOTU60208"
"5254","OTU-5254","4309682"
"5255","OTU-5255","814489"
"5256","OTU-5256","517876"
"5257","OTU-5257","2209139"
"5258","OTU-5258","New.CleanUp.ReferenceOTU80174"
"5259","OTU-5259","New.CleanUp.ReferenceOTU38211"
"5260","OTU-5260","New.CleanUp.ReferenceOTU15358"
"5261","OTU-5261","New.CleanUp.ReferenceOTU67412"
"5262","OTU-5262","New.CleanUp.ReferenceOTU13747"
"5263","OTU-5263","New.CleanUp.ReferenceOTU3286"
"5264","OTU-5264","141702"
"5265","OTU-5265","New.CleanUp.ReferenceOTU18640"
"5266","OTU-5266","New.CleanUp.ReferenceOTU103130"
"5267","OTU-5267","New.CleanUp.ReferenceOTU29521"
"5268","OTU-5268","New.CleanUp.ReferenceOTU44984"
"5269","OTU-5269","51888"
"5270","OTU-5270","1980686"
"5271","OTU-5271","New.CleanUp.ReferenceOTU68762"
"5272","OTU-5272","New.CleanUp.ReferenceOTU82693"
"5273","OTU-5273","New.CleanUp.ReferenceOTU92849"
"5274","OTU-5274","New.CleanUp.ReferenceOTU103339"
"5275","OTU-5275","4374591"
"5276","OTU-5276","New.CleanUp.ReferenceOTU59695"
"5277","OTU-5277","566297"
"5278","OTU-5278","New.CleanUp.ReferenceOTU88392"
"5279","OTU-5279","New.CleanUp.ReferenceOTU93584"
"5280","OTU-5280","New.CleanUp.ReferenceOTU70268"
"5281","OTU-5281","108479"
"5282","OTU-5282","New.CleanUp.ReferenceOTU3997"
"5283","OTU-5283","New.CleanUp.ReferenceOTU82334"
"5284","OTU-5284","New.CleanUp.ReferenceOTU2437"
"5285","OTU-5285","New.CleanUp.ReferenceOTU10898"
"5286","OTU-5286","New.CleanUp.ReferenceOTU73341"
"5287","OTU-5287","New.CleanUp.ReferenceOTU69154"
"5288","OTU-5288","New.CleanUp.ReferenceOTU28292"
"5289","OTU-5289","New.CleanUp.ReferenceOTU80018"
"5290","OTU-5290","New.CleanUp.ReferenceOTU31366"
"5291","OTU-5291","New.CleanUp.ReferenceOTU66937"
"5292","OTU-5292","New.CleanUp.ReferenceOTU44801"
"5293","OTU-5293","New.CleanUp.ReferenceOTU32029"
"5294","OTU-5294","New.CleanUp.ReferenceOTU16446"
"5295","OTU-5295","New.CleanUp.ReferenceOTU16246"
"5296","OTU-5296","New.CleanUp.ReferenceOTU39012"
"5297","OTU-5297","New.CleanUp.ReferenceOTU79497"
"5298","OTU-5298","New.CleanUp.ReferenceOTU39841"
"5299","OTU-5299","113733"
"5300","OTU-5300","New.CleanUp.ReferenceOTU68474"
"5301","OTU-5301","New.CleanUp.ReferenceOTU50099"
"5302","OTU-5302","New.CleanUp.ReferenceOTU23314"
"5303","OTU-5303","New.CleanUp.ReferenceOTU51598"
"5304","OTU-5304","New.CleanUp.ReferenceOTU13700"
"5305","OTU-5305","New.CleanUp.ReferenceOTU97086"
"5306","OTU-5306","New.CleanUp.ReferenceOTU32356"
"5307","OTU-5307","554120"
"5308","OTU-5308","New.CleanUp.ReferenceOTU101307"
"5309","OTU-5309","New.CleanUp.ReferenceOTU75893"
"5310","OTU-5310","69274"
"5311","OTU-5311","226020"
"5312","OTU-5312","New.CleanUp.ReferenceOTU86822"
"5313","OTU-5313","New.ReferenceOTU277"
"5314","OTU-5314","827441"
"5315","OTU-5315","New.CleanUp.ReferenceOTU29555"
"5316","OTU-5316","589155"
"5317","OTU-5317","133739"
"5318","OTU-5318","512061"
"5319","OTU-5319","203015"
"5320","OTU-5320","New.CleanUp.ReferenceOTU81413"
"5321","OTU-5321","New.CleanUp.ReferenceOTU51528"
"5322","OTU-5322","2690"
"5323","OTU-5323","130703"
"5324","OTU-5324","New.CleanUp.ReferenceOTU92851"
"5325","OTU-5325","New.CleanUp.ReferenceOTU32992"
"5326","OTU-5326","New.CleanUp.ReferenceOTU54355"
"5327","OTU-5327","New.CleanUp.ReferenceOTU72758"
"5328","OTU-5328","New.CleanUp.ReferenceOTU68253"
"5329","OTU-5329","New.CleanUp.ReferenceOTU18982"
"5330","OTU-5330","New.CleanUp.ReferenceOTU74799"
"5331","OTU-5331","New.CleanUp.ReferenceOTU44216"
"5332","OTU-5332","New.CleanUp.ReferenceOTU80671"
"5333","OTU-5333","New.CleanUp.ReferenceOTU81739"
"5334","OTU-5334","New.CleanUp.ReferenceOTU83497"
"5335","OTU-5335","New.CleanUp.ReferenceOTU35049"
"5336","OTU-5336","New.CleanUp.ReferenceOTU43793"
"5337","OTU-5337","New.CleanUp.ReferenceOTU55025"
"5338","OTU-5338","New.CleanUp.ReferenceOTU5319"
"5339","OTU-5339","105224"
"5340","OTU-5340","New.CleanUp.ReferenceOTU104902"
"5341","OTU-5341","812607"
"5342","OTU-5342","New.CleanUp.ReferenceOTU40064"
"5343","OTU-5343","New.CleanUp.ReferenceOTU10289"
"5344","OTU-5344","New.CleanUp.ReferenceOTU77343"
"5345","OTU-5345","New.CleanUp.ReferenceOTU17866"
"5346","OTU-5346","1061713"
"5347","OTU-5347","New.CleanUp.ReferenceOTU48408"
"5348","OTU-5348","509954"
"5349","OTU-5349","New.CleanUp.ReferenceOTU62935"
"5350","OTU-5350","New.CleanUp.ReferenceOTU22187"
"5351","OTU-5351","New.CleanUp.ReferenceOTU44393"
"5352","OTU-5352","3374178"
"5353","OTU-5353","New.CleanUp.ReferenceOTU6486"
"5354","OTU-5354","New.CleanUp.ReferenceOTU27054"
"5355","OTU-5355","New.CleanUp.ReferenceOTU85770"
"5356","OTU-5356","153870"
"5357","OTU-5357","4407900"
"5358","OTU-5358","New.CleanUp.ReferenceOTU7588"
"5359","OTU-5359","New.CleanUp.ReferenceOTU74686"
"5360","OTU-5360","230135"
"5361","OTU-5361","530796"
"5362","OTU-5362","4460870"
"5363","OTU-5363","4329000"
"5364","OTU-5364","173004"
"5365","OTU-5365","4298513"
"5366","OTU-5366","537655"
"5367","OTU-5367","102911"
"5368","OTU-5368","264343"
"5369","OTU-5369","328951"
"5370","OTU-5370","110103"
"5371","OTU-5371","102361"
"5372","OTU-5372","New.CleanUp.ReferenceOTU94157"
"5373","OTU-5373","New.CleanUp.ReferenceOTU45940"
"5374","OTU-5374","New.CleanUp.ReferenceOTU35852"
"5375","OTU-5375","New.CleanUp.ReferenceOTU74694"
"5376","OTU-5376","New.CleanUp.ReferenceOTU69895"
"5377","OTU-5377","New.CleanUp.ReferenceOTU77127"
"5378","OTU-5378","New.CleanUp.ReferenceOTU92548"
"5379","OTU-5379","New.CleanUp.ReferenceOTU99477"
"5380","OTU-5380","807222"
"5381","OTU-5381","512873"
"5382","OTU-5382","894185"
"5383","OTU-5383","New.CleanUp.ReferenceOTU108713"
"5384","OTU-5384","4461639"
"5385","OTU-5385","New.CleanUp.ReferenceOTU43567"
"5386","OTU-5386","New.CleanUp.ReferenceOTU24523"
"5387","OTU-5387","361865"
"5388","OTU-5388","New.CleanUp.ReferenceOTU66487"
"5389","OTU-5389","New.CleanUp.ReferenceOTU96141"
"5390","OTU-5390","562206"
"5391","OTU-5391","New.CleanUp.ReferenceOTU41957"
"5392","OTU-5392","New.CleanUp.ReferenceOTU73207"
"5393","OTU-5393","New.CleanUp.ReferenceOTU78705"
"5394","OTU-5394","New.CleanUp.ReferenceOTU59158"
"5395","OTU-5395","New.CleanUp.ReferenceOTU27044"
"5396","OTU-5396","4335861"
"5397","OTU-5397","New.CleanUp.ReferenceOTU29797"
"5398","OTU-5398","New.CleanUp.ReferenceOTU36002"
"5399","OTU-5399","New.CleanUp.ReferenceOTU53174"
"5400","OTU-5400","New.CleanUp.ReferenceOTU56742"
"5401","OTU-5401","New.CleanUp.ReferenceOTU8776"
"5402","OTU-5402","New.CleanUp.ReferenceOTU22712"
"5403","OTU-5403","New.CleanUp.ReferenceOTU76915"
"5404","OTU-5404","New.CleanUp.ReferenceOTU90742"
"5405","OTU-5405","230687"
"5406","OTU-5406","New.CleanUp.ReferenceOTU62697"
"5407","OTU-5407","New.CleanUp.ReferenceOTU19250"
"5408","OTU-5408","New.CleanUp.ReferenceOTU64449"
"5409","OTU-5409","541046"
"5410","OTU-5410","New.CleanUp.ReferenceOTU77515"
"5411","OTU-5411","New.CleanUp.ReferenceOTU66669"
"5412","OTU-5412","New.CleanUp.ReferenceOTU40210"
"5413","OTU-5413","New.CleanUp.ReferenceOTU103528"
"5414","OTU-5414","New.CleanUp.ReferenceOTU49950"
"5415","OTU-5415","New.CleanUp.ReferenceOTU39774"
"5416","OTU-5416","4357890"
"5417","OTU-5417","New.CleanUp.ReferenceOTU103004"
"5418","OTU-5418","2641604"
"5419","OTU-5419","New.CleanUp.ReferenceOTU17716"
"5420","OTU-5420","New.CleanUp.ReferenceOTU67683"
"5421","OTU-5421","New.CleanUp.ReferenceOTU21290"
"5422","OTU-5422","New.CleanUp.ReferenceOTU82957"
"5423","OTU-5423","New.CleanUp.ReferenceOTU73495"
"5424","OTU-5424","New.CleanUp.ReferenceOTU74973"
"5425","OTU-5425","New.CleanUp.ReferenceOTU31443"
"5426","OTU-5426","New.CleanUp.ReferenceOTU26570"
"5427","OTU-5427","New.CleanUp.ReferenceOTU49634"
"5428","OTU-5428","New.CleanUp.ReferenceOTU6379"
"5429","OTU-5429","New.CleanUp.ReferenceOTU23860"
"5430","OTU-5430","New.CleanUp.ReferenceOTU85048"
"5431","OTU-5431","New.CleanUp.ReferenceOTU21768"
"5432","OTU-5432","New.CleanUp.ReferenceOTU8707"
"5433","OTU-5433","New.CleanUp.ReferenceOTU81102"
"5434","OTU-5434","New.CleanUp.ReferenceOTU74678"
"5435","OTU-5435","New.CleanUp.ReferenceOTU29010"
"5436","OTU-5436","549954"
"5437","OTU-5437","New.CleanUp.ReferenceOTU41127"
"5438","OTU-5438","New.CleanUp.ReferenceOTU73769"
"5439","OTU-5439","New.CleanUp.ReferenceOTU104639"
"5440","OTU-5440","New.CleanUp.ReferenceOTU29432"
"5441","OTU-5441","New.CleanUp.ReferenceOTU10537"
"5442","OTU-5442","261663"
"5443","OTU-5443","112949"
"5444","OTU-5444","566964"
"5445","OTU-5445","New.CleanUp.ReferenceOTU50738"
"5446","OTU-5446","758764"
"5447","OTU-5447","204757"
"5448","OTU-5448","New.CleanUp.ReferenceOTU34762"
"5449","OTU-5449","New.CleanUp.ReferenceOTU90284"
"5450","OTU-5450","576076"
"5451","OTU-5451","New.CleanUp.ReferenceOTU76137"
"5452","OTU-5452","New.CleanUp.ReferenceOTU78087"
"5453","OTU-5453","New.CleanUp.ReferenceOTU7214"
"5454","OTU-5454","66912"
"5455","OTU-5455","New.CleanUp.ReferenceOTU90028"
"5456","OTU-5456","726273"
"5457","OTU-5457","703266"
"5458","OTU-5458","235963"
"5459","OTU-5459","4479706"
"5460","OTU-5460","New.CleanUp.ReferenceOTU106255"
"5461","OTU-5461","65480"
"5462","OTU-5462","263961"
"5463","OTU-5463","210067"
"5464","OTU-5464","New.CleanUp.ReferenceOTU86946"
"5465","OTU-5465","143212"
"5466","OTU-5466","4357889"
"5467","OTU-5467","809245"
"5468","OTU-5468","New.CleanUp.ReferenceOTU64713"
"5469","OTU-5469","821058"
"5470","OTU-5470","New.CleanUp.ReferenceOTU71301"
"5471","OTU-5471","New.CleanUp.ReferenceOTU14398"
"5472","OTU-5472","345978"
"5473","OTU-5473","New.CleanUp.ReferenceOTU2071"
"5474","OTU-5474","542211"
"5475","OTU-5475","New.CleanUp.ReferenceOTU1181"
"5476","OTU-5476","New.CleanUp.ReferenceOTU100781"
"5477","OTU-5477","1117883"
"5478","OTU-5478","New.CleanUp.ReferenceOTU17906"
"5479","OTU-5479","New.CleanUp.ReferenceOTU58838"
"5480","OTU-5480","New.CleanUp.ReferenceOTU76909"
"5481","OTU-5481","New.CleanUp.ReferenceOTU102635"
"5482","OTU-5482","New.CleanUp.ReferenceOTU11671"
"5483","OTU-5483","New.CleanUp.ReferenceOTU2136"
"5484","OTU-5484","263136"
"5485","OTU-5485","New.CleanUp.ReferenceOTU47461"
"5486","OTU-5486","New.CleanUp.ReferenceOTU4426"
"5487","OTU-5487","1101181"
"5488","OTU-5488","New.CleanUp.ReferenceOTU6669"
"5489","OTU-5489","New.CleanUp.ReferenceOTU82929"
"5490","OTU-5490","1144835"
"5491","OTU-5491","New.CleanUp.ReferenceOTU74657"
"5492","OTU-5492","New.CleanUp.ReferenceOTU22939"
"5493","OTU-5493","832138"
"5494","OTU-5494","New.CleanUp.ReferenceOTU91847"
"5495","OTU-5495","66948"
"5496","OTU-5496","New.CleanUp.ReferenceOTU77037"
"5497","OTU-5497","New.CleanUp.ReferenceOTU51704"
"5498","OTU-5498","542855"
"5499","OTU-5499","New.CleanUp.ReferenceOTU31652"
"5500","OTU-5500","New.CleanUp.ReferenceOTU2827"
"5501","OTU-5501","New.CleanUp.ReferenceOTU76950"
"5502","OTU-5502","New.CleanUp.ReferenceOTU82788"
"5503","OTU-5503","New.CleanUp.ReferenceOTU86503"
"5504","OTU-5504","New.CleanUp.ReferenceOTU53516"
"5505","OTU-5505","New.CleanUp.ReferenceOTU98022"
"5506","OTU-5506","4381918"
"5507","OTU-5507","619454"
"5508","OTU-5508","New.CleanUp.ReferenceOTU89495"
"5509","OTU-5509","New.CleanUp.ReferenceOTU12187"
"5510","OTU-5510","New.CleanUp.ReferenceOTU96898"
"5511","OTU-5511","New.CleanUp.ReferenceOTU61701"
"5512","OTU-5512","New.CleanUp.ReferenceOTU6013"
"5513","OTU-5513","New.CleanUp.ReferenceOTU6009"
"5514","OTU-5514","New.CleanUp.ReferenceOTU92565"
"5515","OTU-5515","New.CleanUp.ReferenceOTU8200"
"5516","OTU-5516","New.CleanUp.ReferenceOTU34795"
"5517","OTU-5517","549961"
